,,
,,
MU03 starts 28 March 2023,,
"(that was commissioning - plasmas not until May, regular operation with beams not until June)",,
MU03 ends 24 January 2024,,
,,
,,
5/26/2023,,
,49181,says DN-750-CD-2B but really DN-750-CD-SW
,49182,DN-750-CD-2B
,49183,DN-750-CD-2B
,49184,DN-750-CD-2B
12/19/2023,,
,49186,says DN-750-CD-2B but really DN-750-CD-SW
,49187,DN-750-CD-2B
,49188,DN-750-CD-2B
,49189,DN-750-CD-2B
,49190,DN-750-CD-2B
,49191,DN-750-CD-2B
,49192,DN-750-CD-2B
,49194,DN-750-CD-2B
,49195,DN-750-CD-2B
,49196,DN-750-SX-2B
,49197,DN-750-SX-2B
,49198,DN-750-SX-2B
,49200,DN-750-SX-2B
12/20/2023,,
,49204,DN-750-SX-2B
,49205,DN-750-CD-2B
,49206,DN-750-SX-2B
,49208,DN-1000-CD-2B
,49209,DN-1000-CD-2B
,49210,says DN-1000-CD-2B but really DN-1000-CD-SS
,49211,DN-1000-CD-2B
,49212,LSN-750-SX-2B
,49213,LSN-750-SX-2B
,49214,LSN-750-SX-2B
,49215,LSN-750-SX-2B
,49216,LSN-750-SX-2B
,49217,LSN-750-SX-2B
,49218,LSN-750-SX-2B
,49219,LSN-750-SX-2B
,49220,LSN-750-SX-2B
1/9/2024,,
,49239,DN-1000-CD-2B
,49240,DN-1000-CD-2B
,49241,DN-1000-CD-2B
,49242,DN-1000-CD-2B
,49243,DN-750-CD-2B
,49244,DN-750-CD-2B
,49245,DN-750-CD-2B
,49246,DN-750-CD-2B
,49247,DN-750-CD-2B
,49248,DN-750-CD-2B
,49249,DN-750-CD-2B
,49250,DN-750-CD-2B
1/10/2024,,
,49256,DN-1000-CD-2B
,49257,says DN-1000-CD-2B but really DN-1000-CD-SS
,49258,DN-1000-CD-2B
,49259,LSN-750-SXD-2B
,49260,LSN-750-SXD-2B
,49261,DN-750-CD-2B
,49262,USN-750-SXD-2B
1/11/2024,,
,49266,DN-750-SXD-2B
,49267,DN-750-SXD-2B
,49268,DN-750-SXD-SS
,49269,DN-750-SXD-2B
,49270,DN-750-CD-2B
,49271,says DN-750-CD-2B but really DN-750-CD-SW
,49272,DN-750-CD-2B
,49273,DN-750-SXD-2B
,49274,DN-750-SXD-2B
,49275,DN-750-SXD-2B
,49276,DN-750-SXD-2B
1/12/2024,,
,49281,DN-750-SXD-SW
,49282,DN-750-SXD-SW
,49283,DN-750-CD-SW
,49286,DN-750-SXD-SW
,49289,DN-750-SXD-SW
,49290,DN-750-SXD-SW
,49291,DN-750-CD-SW
,49292,DN-750-CD-SW
,49293,DN-750-CD-SW
,49295,DN-750-SXD-SW
,49296,DN-750-SXD-SW
,49297,DN-750-SXD-SW
,49298,DN-750-SXD-SW
,49299,DN-750-SXD-SW
,49301,DN-750-SXD-SW
,49302,DN-750-SXD-SW
,49303,DN-750-CD-SW
,49304,DN-750-CD-SW
1/15/2024,,
,49310,DN-750-CD-2B
,49312,DN-750-XD-2B
,49313,DN-750-CD-2B
,49314,DN-750-CD-2B
,49315,DN-750-XD-2B
,49317,says DN-750-CD-2B but really DN-750-CD-SW
,49318,says DN-750-XD-2B but really DN-750-XD-SW
,49319,says DN-750-CD-2B but really DN-750-CD-SW
,49320,DN-750-XD-2B
,49321,DN-750-CD-2B
1/16/2024,,
,49323,DN-750-SXD-2B
,49324,DN-750-SXD-2B
,49325,says DN-750-SXD-2B but really DN-750-SXD-SS
,49326,DN-750-SXD-2B
,49327,DN-750-SXD-SW
,49328,DN-750-SXD-SW
,49336,DN-750-CD-2B
,49337,DN-750-CD-2B
,49338,DN-750-CD-2B
,49339,DN-750-CD-2B
,49340,DN-750-CD-2B
,49341,DN-750-CD-2B
,49342,DN-750-CD-2B
,49343,says DN-750-CD-2B but really DN-750-CD-SW
,49344,DN-750-CD-2B
,49345,DN-750-CD-2B
,49346,DN-750-CD-2B
,49347,DN-750-CD-2B
1/17/2024,,
,49351,DN-750-CD-2B
,49352,DN-750-CD-2B
,49353,DN-750-CD-SS
,49354,DN-750-CD-2B
,49355,DN-750-CD-2B
,49356,DN-750-CD-SS
,49357,DN-750-CD-2B
,49358,DN-750-CD-2B
,49359,DN-750-CD-2B
,49360,DN-600-CD-2B
1/18/2024,,
,49363,DN-600-CD-SW
,49364,DN-1000-CD-2B
,49365,DN-1000-CD-2B
,49366,says DN-600-CD-2B but really DN-600-CD-SS
,49367,DN-600-CD-2B
,49368,DN-600-CD-2B
,49370,DN-600-CD-2B
,49371,DN-600-CD-2B
,49373,DN-600-XD-SW
,49374,DN-600-XD-SW
,49376,DN-750-CD-2B
,49377,DN-750-CD-2B
,49378,DN-750-CD-2B
,49379,DN-750-CD-2B
,49380,DN-750-CD-2B
1/19/2024,,
,49383,says DN-1000-CD-2B but actually DN-1000-CD-SW
,49384,says DN-1000-CD-2B but actually DN-1000-CD-SW
,49385,says DN-1000-CD-2B but actually DN-1000-CD-SW
,49386,DN-1000-CD-2B
,49387,DN-1000-CD-2B
,49388,DN-750-CD-2B
,49389,DN-750-CD-2B
,49390,DN-750-CD-2B
,49391,says DN-750-CD-2B but really DN-750-CD-SW
,49392,DN-750-CD-2B
,49394,DN-750-CD-2B
,49395,says DN-750-CD-2B but really DN-750-CD-SW
,49396,DN-750-CD-2B
,49397,DN-750-CD-2B
,49398,DN-750-SXD-2B
,49399,DN-750-SXD-2B
,49400,DN-750-CD-2B
,49401,DN-750-CD-2B
,49404,DN-750-CD-2B
,49405,DN-750-CD-2B
1/22/2024,,
,49407,DN-750-SXD-SW
,49408,DN-750-SXD-SW
,49409,DN-750-SXD-SW
,49410,DN-750-CD-2B
,49411,says DN-750-CD-2B but really DN-750-CD-SW
,49412,DN-750-CD-2B
,49413,DN-1000-CD-2B
,49414,DN-1000-CD-2B
,49415,DN-1000-CD-2B
,49416,DN-1000-CD-2B
,49417,DN-750-CD-2B
,49418,DN-750-CD-2B
,49419,DN-750-CD-2B
,49420,DN-750-CD-2B
,49421,DN-600-CD-2B
,49422,DN-750-CD-2B
,49423,DN-600-CD-2B
1/23/2024,,
,49425,DN-1000-CD-2B
,49426,DN-1000-CD-2B
,49427,says DN-1000-CD-2B but actually DN-1000-CD-SS
,49428,says DN-1000-CD-2B but actually DN-1000-CD-SS
,49429,DN-1000-CD-2B
,49430,DN-1000-CD-2B
,49431,DN-1000-CD-2B
,49432,DN-1000-CD-2B
,49433,says DN-1000-CD-2B but actually DN-1000-CD-SS
,49434,DN-600-CD-2B
,49435,DN-600-CD-2B
,49436,DN-600-CD-2B
,49437,DN-600-CD-2B
,49438,DN-600-CD-2B
,49439,DN-600-CD-2B
,49442,DN-600-CD-2B
,49444,DN-600-CD-2B
,49445,DN-600-CD-2B
,49447,DN-750-CD-SW
1/24/2024,,
,49449,DN-750-SX-SW
,49450,DN-750-SX-SW
,49451,DN-600-CD-2B
,49452,DN-750-CD-SW
,49453,DN-750-SX-SW
,49454,says DN-750-SX-2B but actually DN-750-SX-SW
,49456,DN-750-SX-2B
,49457,DN-600-CD-2B
,49458,DN-600-CD-2B
